name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas 17 Agustus 1945 Jakarta,NDNGMEM0OTctNEQzMS00NjM1LUE1MjEtRkY2QkI1OENBQzFE,Jl Sunter Permai Raya Sunter Agung Podomoro,Kec. Tanjung Priok,64715666,info@uta45jakarta.ac.id,http://www.uta45jakarta.ac.id,187,2072,181,2295,153,2361,232,2117,175,2180,164,2136,179,2373,179,2496
Universitas Agung Podomoro,MTFDRjg2MUYtNDEzOC00QTc5LTk3OTMtOEYzNDFEMEY0OTAw,"APL Tower lantai 5, Jl. S. Parman Kav. 28, Jakarta Barat ",Kota Jakarta Barat,+622129200456,rektorat@podomorouniversity.ac.id,www.podomorouniversity.ac.id,90,1060,89,1013,86,1096,75,1059,79,1022,82,965,74,876,71,810
Universitas Azzahra,NEE1Q0NCREItMERBNS00QkJDLTk5REUtNDlDNjY2NkI5MTIx,"Jl Jatinegara Barat No 144 Kel. Kampung Melayu Kec.Jatinegara, Jakarta Timur",Kec. Jatinegara,(021) 2800647,kampus@azzahra.ac.id,http://azzahra.ac.id,123,2354,239,2124,113,1769,86,1126,99,1228,74,854,88,1936,76,49
Universitas Bakrie,RDRFQkZBODgtOUUyQi00RURBLThBQUQtRjcyNEY3MzU5ODU4,Kawasan Epicentrum Jalan H.R. Rasuna Said Kav C-22 Kuningan - Jakarta Selatan,Kota Jakarta Selatan,021-526-1448,info@bakrie.ac.id,www.bakrie.ac.id,132,3647,123,3646,140,3985,128,3964,137,4456,125,4375,136,4770,135,3173
Universitas Bhayangkara Jakarta Raya,MUE0QjJERUItNTE5RC00RTI3LTgxRUYtNDM1QzNCQjY2MUQ3,Jalan Harsono RM no 67 Ragunan Pasar Minggu Jakarta Selatan ,Kota Jakarta Selatan,021-88955882,ubj@ubharajaya.ac.id,www.ubharajaya.ac.id,354,11031,347,10377,423,10183,426,9491,399,10253,412,9547,440,10379,463,9496
Universitas Bina Nusantara,NkM5MTc1NUUtNTBFNS00QUNGLUI0NTQtMzdBMDU4QkE5QkNC,Jl KH Syahdan No 9 Palmerah ,Kota Jakarta Barat,021-5345830,rectorate@binus.edu,www.binus.ac.id,1968,42361,2018,40452,1825,45925,1814,44581,1981,49894,2126,47590,2336,53313,2187,42638
Universitas Binawan,QTRBOEM3RTktMTEzRC00RDlBLTg1OTMtOTA5MEU3QTNBNjFB,Jl. Kalibata Raya No. 25-30,Kec. Kramat Jati,021 80880882,ubinawan@binawan.ac.id,www.binawan.ac.id,162,1871,152,1894,142,2167,140,1997,144,2184,160,2041,160,2394,153,2302
Universitas Borobudur,MjY1MEJFRjQtMzEyQi00NDM3LUJBMjAtQ0I2NTU2Q0Y1NEU5,Jalan Raya Kalimalang No  1 ,Kota Jakarta Timur,"8618293, 8613877",info@borobudur.ac.id,http://www.borobudur.ac.id,275,2727,261,2493,287,2374,241,2192,266,2438,290,2315,332,2675,288,2335
Universitas Bunda Mulia,QUVENzVGQzItNEM3OS00QzMwLTgzNDgtOTFDMDYyOEYxMzJC,Jalan Lodan Raya No 2 ,Kota Jakarta Utara,021-6209090,info@ubm.ac.id,http://www.ubm.ac.id,284,7988,259,8300,353,8048,361,7733,398,9571,346,8471,447,9144,387,7974
Universitas Bung Karno,RDAzODMzNjItRjQ5Ni00MzA1LUFBRDItMDQ4NzcwNjUwOTIw,Jalan Kimia No 20 ,Kec. Menteng,"021-3901076,3901278",rektorat@ubk.ac.id,www.ubk.ac.id,203,10670,184,6060,195,4972,171,5030,181,4559,161,4449,197,3375,160,832
Universitas Darma Persada,RjM2MDdFRDMtQTc0RC00RDdDLThEMzItOEU5OTg0Q0EwNDg1,"Jalan Taman Malaka Selatan, Kel. Pondok Kelapa, Kec. Duren Sawit, Kota Jakarta Timur Provinsi DKI Jakarta",Kota Jakarta Timur,"021-8649051,56,57",humas@unsada.ac.id,www.unsada.ac.id,177,9673,256,5610,270,5891,248,5370,251,5504,235,4916,233,4592,219,3744
Universitas Darunnajah,RTNBMDc1OUItNjkyQy00OURCLTk5MkItNDkyQTI4RDgzOUIy,,Kota Jakarta Selatan,0812-4000-1302,rektorat@darunnajah.ac.id,https://darunnajah.ac.id/,0,0,0,0,0,28,0,28,0,102,0,102,10,168,16,358
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Dirgantara Marsekal Suryadarma,MzYwQzFFRjYtNkFEQy00MDgzLTgzODMtMEVBMUY0MUE1RERD,Komplek Bandar Udara Halim Perdanakusuma Jl Protokol Halim PK - Jakarta,Kota Jakarta Timur,021 - 8093475,baaunsurya1@gmail.com,www.universitassuryadarma.ac.id,162,3395,147,3072,161,3577,139,3330,156,3760,156,3607,163,3845,162,3674
Universitas Esa Unggul,Q0E1OTI5MkYtRUJCRi00QTk4LTk5M0ItNjEyQTFEQTYwQTgy,Jl Terusan Arjuna Tol Tomang Kebon Jeruk,Kota Jakarta Barat,(021) 5674152,pmb@esaunggul.ac.id,https://esaunggul.ac.id/,1064,14267,669,14276,693,15743,678,14907,646,16804,796,16202,907,18984,766,17306
Universitas Ibnu Chaldun,NkU1RENCMjUtNUU5Qi00QUM1LUE1MUYtRDhEMkQyRERCQTFG,Jalan Pemuda I Kaveling 97 Rawamangun.,Kec. Pulo Gadung,"021.4722059, 4702564",rektorat@uic.ac.id,www.uic.ac.id,114,3542,97,3416,113,3974,112,3889,121,4255,119,5259,125,5253,114,2556
Universitas Indonesia Maju,RDUzMTBGMjctRkU2My00MzcwLUE4OUYtNzFDMDFERTU1NDM2,,Kec. Jagakarsa,02178894045,uima@uima.ac.id,www.uima.ac.id,0,552,0,595,0,846,0,1262,0,2120,212,2970,298,3426,290,2880
Universitas Indraprasta PGRI,NThBNEFBNzYtMjBEMS00MEIxLUJFMjAtRjYxMzNDQTAzOUIz,Jl Nangka No 59 Tanjung Barat Jagakarsa,Kota Jakarta Selatan,(021)78835283,kampus@unindra.ac.id,www.unindra.ac.id,1225,42049,1131,39728,1151,43722,1115,39962,1255,43768,1191,40690,1233,43695,1193,5993
Universitas Insan Cita Indonesia,OTgwMzJBQ0ItM0RDRi00NEFFLTkwRTctREJGMDAwODg4QTdG,,Kota Jakarta Pusat,0212528282,Info@uici.ac.id,https://www.uici.ac.id,0,0,0,0,0,0,0,0,0,177,0,349,21,908,27,1146
Universitas Islam Jakarta,MzM0MUFFMzItNEFCNi00QTJBLUE3OTktQUFFMUQ0QkY5N0Q2,Jl Balai Rakyat Utan Kayu  JAKARTA TIMUR,Kota Jakarta Timur,"021-85666451,8504818",informasi@uid.ac.id,www.uid.ac.id,133,2778,134,2583,148,2528,133,2401,145,2166,138,2030,157,1892,143,1817
,,,,,,,92,2571,103,2811,90,2409,87,2046,84,2052,73,1876,72,1748,22,3
Universitas Jayabaya,RUVFODY3Q0QtMTY1NS00RkZCLTlCMzQtNDNBMkE2ODAyNkJE,Jalan Pulomas Selatan Kav 23 ,Kota Jakarta Timur,4700877,info@jayabaya.ac.id,www.jayabaya.ac.id,240,6209,217,6086,265,6139,269,5087,290,5231,266,4505,340,4564,307,4719
Universitas Katolik Indonesia Atma Jaya,NUM1MEIxNEQtN0VBMC00QzBELUEzRTAtOEQ0QzdGNTAyNEY4,Jalan Jenderal Sudirman 51 ,Kota Jakarta Selatan,021-5734354,rek@atmajaya.ac.id,www.atmajaya.ac.id,714,11286,730,10255,772,10486,749,9815,811,10109,774,9523,849,10210,778,9407
Universitas Krisnadwipayana,MTEwNjBBMDUtNURGRi00QzAzLUE0MjktMzc1MUI4OTAzOEVG,Kampus UNKRIS Jatiwaringin PO Box 7774/Jat.CM,Kota Jakarta Timur,8462229-31,marketing@unkris.ac.id,www.unkris.ac.id,297,10617,284,9766,304,10164,311,9200,354,8644,326,8278,347,8851,321,4542
Universitas Kristen Indonesia,ODcyOTI4MDUtQ0U4RC00NzdELTg5NTAtRTJFNjZGODkzRTlD,"Jalan Mayjen Sutoyo, Cawang ",Kec. Kramat Jati,"021 8094245, 8009190",baa@uki.ac.id; baak@uki.ac.id,https://www.uki.ac.id/,470,5016,530,4607,532,5174,547,5183,545,6170,542,5798,537,6513,560,6226
Universitas Kristen Krida Wacana,MUQ1MUM0RjUtRTU4My00RTJGLUJERTUtMDRGRkNGOEQ2MzRB,Jl Tanjung Duren Raya No 4 ,Kota Jakarta Barat,021 566 6952-55,univ.secretary@ukrida.ac.id,www.ukrida.ac.id,224,4221,233,3723,319,4008,289,3614,313,3839,339,3651,319,3997,366,588
Universitas Media Nusantara Citra,Qzk5OTE5N0QtMUY4NC00MzhFLTgxRkMtNUY5NzRFNzY0OERC,"Jl. Panjang Blok A8, Green Garden",Kota Jakarta Barat,021-58302070,sekretariat@mncu.ac.id,mncu.ac.id,0,202,0,202,0,244,0,244,0,270,29,273,38,283,39,264
Universitas Mercu Buana,RjBCQTY0RjctRDJGRS00RjQ2LUI4QUMtRERCNUYzMTBGQjU1,Jl Raya Meruya Selatan Kembangan,Kota Jakarta Barat,021-5840816,umb@mercubuana.ac.id,www.mercubuana.ac.id,1623,33496,1575,30606,1587,30180,1540,26729,1441,26038,1339,22492,1272,22287,1269,141
Universitas Mpu Tantular,Q0U3QzI0MEMtNUNDNi00MDlFLTlGNjktQkQ2OTM3MTQ1Rjk0,Jalan Cipinang Besar No 2 ,Kota Jakarta Timur,(021)-8562011,baaumt@yahoo.co.id,www.mputantular.ac.id,152,3136,125,3013,119,2438,113,2461,104,2423,97,2102,101,11038,92,2025
Universitas Nahdlatul Ulama Indonesia,QkUzNzhDRTgtNjE5NC00MEE4LUJFRUYtMTNDQkYyRjk4ODcw," Taman Amir Hamzah No.5 Kelurahan Pegangsaan, Kecamatan Menteng ",Kota Jakarta Pusat,021-3906501,sekretariat@unusia.ac.id,unusia.ac.id,123,980,201,1396,219,1578,187,1455,178,1241,192,1056,228,1359,207,2505
Universitas Nasional,ODA1ODYyODctODIwRi00MTRGLUE5RTItODdEMEQ4MjEwNkE3,Jl Sawo Manila Pejaten Pasar Minggu,Kota Jakarta Selatan,021-7806700,info@unas.ac.id,www.unas.ac.id,1172,15091,607,13222,557,14991,615,12821,596,13940,641,12358,739,14136,733,12306
Universitas Nusa Mandiri,RDdCMzczRTYtOTY1Qi00MDZELTg1NTctMjNERTQ4OTM3MUVE,"Jalan Jatiwaringin Raya No. 02 RT 08 RW 013 Kelurahan Cipinang Melayu Kecamatan Makasar Jakarta Timur Kode Pos 13620 Telp. (021) 28534236, (021) 28534471, (021) 28534390, Email: rektorat@nusamandiri.ac.id",Kec. Makasar,(021)28534471,rektorat@nusamandiri.ac.id,www.nusamandiri.ac.id,0,5456,0,5647,0,6346,209,6558,226,6570,376,4660,400,3604,364,1777
Universitas Paramadina,QUM2NzAwMEItMEMxRi00NjRGLTlDOTEtRTZFODc1Nzk0RUM4,Jl Jenderal Gatot Subroto 97 ,Kota Jakarta Selatan,021-79181188,akreditasi@paramadina.ac.id,www.paramadina.ac.id,158,3264,157,3069,179,3961,180,3939,190,4405,182,4264,189,4791,210,4964
Universitas Pertamina,RkM0OTE1OUUtQTVDNy00QkUyLUIxRjktNTg1RDQwNzNFODhC," Jalan Teuku Nyak Arief, Simprug, Kecamatan Kebayoran Lama",Kota Jakarta Selatan,+6221 29044308,info@universitaspertamina.ac.id,https://universitaspertamina.ac.id,185,5312,223,5119,213,6383,210,5515,241,6017,279,5525,280,5729,291,4797
Universitas Prasetiya Mulya,MTg1MEM5MkYtNjg5Qy00NUU0LTkzODItMDEyMTlEMzVDNTM0,"Jl. RA. Kartini, Cilandak Barat ",Kec. Cilandak,021-7511126/30450500,bpm@pmbs.ac.id,www.prasetiyamulya.ac.id; www.pmbs.ac.id,267,5385,259,4685,297,5923,302,4963,293,5609,273,5136,271,5004,245,720
Universitas Respati Indonesia,QTJGODMzMEUtRUU3Qy00RjI1LUE2MUItOTg3QUJGMjE5NEEw,"Jl Bambu Apus I No 3, Cipayung, Jakarta Timur",Kota Jakarta Timur,(021)8454731,info@urindo.ac.id,www.urindo.ac.id,142,3190,185,2416,193,2528,184,2438,195,2746,183,2462,221,2629,207,1020
Universitas Sahid,Q0I4NDRGODYtNEZFRS00QzBELTk1NzItMUQyNjZFQTM5MEMy,Jl Prof Dr Soepomo Sh No 84 ,Kec. Tebet,021-8312813-15,humas@sahid.ac.id,www.usahid.ac.id,181,4441,176,4443,182,4454,167,4145,182,4364,207,4148,209,4098,196,3637
Universitas Saintek Muhammadiyah,NzhDOUI4MjEtMTFGQy00QzA5LTg5RUItM0Y4RkM1MTcyMjY1,,Kota Jakarta Timur,,,,0,522,0,522,0,603,0,617,0,702,0,712,68,808,55,740
Universitas Sampoerna,MDcxNjYzODYtQ0NERi00ODNGLUJCOTYtNzMyQTE5NUMzOTlG,"L'Avenue Office Tower, Jl. Raya Pasar Minggu Kav. 16",Kec. Pasar Minggu,021-5772275 ext 7733,dairion.dairion@sampoernauniversity.ac.id,www.sampoernauniversity.ac.id,82,626,62,629,61,738,66,715,68,808,67,725,85,781,74,16
Universitas Satya Negara Indonesia,NzgzRUQ3N0EtQUEwQy00ODYwLTkyNUMtOTJEQkYyNTFCM0JD,Jl Arteri Pondok Indah No 11 Kebayoran Lama,Kec. Kebayoran Lama,0217398393,humas@usni.ac.id,www.usni.ac.id,120,5544,218,3974,212,4875,285,2655,182,2699,139,2654,136,2501,161,2243
Universitas Satyagama,MEJDRTREQjctQjIwNy00NDVELThEMDMtMEM1NEI3Njg4MjUy,Jalan Kamal Raya No 2-A Cengkareng,Kota Jakarta Barat,(021) 5452377-78,info@satyagama.ac.id,www.satyagama.ac.id,143,2956,106,2233,53,2200,0,2223,68,2165,46,2203,61,2142,38,0
Universitas Siber Asia,NTlDN0ZERjktQkUxNC00NDU0LUJFNTUtMjc2QUNBRUQ5QTRG,"Menara, Jl. Harsono RM, Ragunan – Jakarta Selatan. Telp. (+6221) 27806189",Kota Jakarta Selatan,(021)27806189,asiacyberuni@mail.unsia.ac.id,www.unsia.ac.id,0,0,0,0,30,334,36,1813,44,2644,57,2985,55,3591,62,4291
,,,,,,,56,1570,54,1126,54,1031,58,467,57,453,52,357,0,0,0,0
Universitas Tama Jagakarsa,QUJFNkFENjUtRkFCMC00RTkxLTg0MjAtQjk3NkRGMUE1Mjg1,Jalan TB Simatupang No 152 Tanjung Barat,Kec. Jagakarsa,021-7890965,info@jagakarsa.ac.id,www.jagakarsa.ac.id,279,2582,215,2340,247,1880,212,1894,212,1949,213,1951,241,1952,200,530
Universitas Tanri Abeng,MUMyQ0EzQzItNDhEMS00NDU5LTg4QTYtOUJFNEQzMEE3N0FG,Jl. Swadarma Raya No. 58  Ulujami-Pesanggarahan Jakarta Selatan Indonesia ,Kota Jakarta Selatan,+62 21 5890 8888,academic@tau.ac.id,www.tau.ac.id,87,801,91,849,86,950,70,978,84,1109,70,1109,88,1266,75,1223
Universitas Tarumanagara,Q0U4NUIzQTYtNTIwNS00QjlCLTg1N0YtQThBNkQ3NzcwRDlE,"Jalan S Parman No 1, Grogol ",Kota Jakarta Barat,021-5671747,humas@untar.ac.id,www.untar.ac.id,819,14820,726,13655,798,14101,767,12378,794,13843,759,11917,805,14051,746,82
Universitas Teknologi Muhammadiyah Jakarta,OTZFMzI0OTgtNTJDRC00Qjg2LTk3REEtQkYxRjkxREUwNjMz,,Kota Jakarta Selatan,(021) 835.4683,info@utmj.ac.id,"www.utmj,ac.id",0,179,0,196,0,332,0,375,0,546,0,552,0,846,77,884
Universitas Trilogi,MkVDRjVENzYtOTM5OC00MzU0LTg1QUItRTRFQUYwRkY0NzAz, Kampus Universitas Trilogi d/h STEKPI Jl. TMP. Kalibata Jakarta Selatan,Kota Jakarta Selatan,021-798 0011,info@universitas-trilogi.ac.id,www.universitas-trilogi.ac.id,159,2841,149,2598,155,2957,165,2724,152,3096,164,3040,154,3227,134,1476
Universitas Trisakti,MTEzQjREMDYtMzRDQS00QTZFLUEyOUEtOUFGMzcyOTMzQzhG,Jalan Kyai Tapa No 1 Grogol ,Kota Jakarta Barat,021-5663232,universitas@trisakti.ac.id,www.trisakti.ac.id,1435,21615,1447,19602,1608,20924,1519,19397,1568,19916,1594,17951,1597,18517,1591,17312
,,,,,,,0,178,0,161,0,399,0,399,0,794,0,1070,0,1181,0,621
Universitas Yarsi,REQ2RkMyM0YtN0I4OC00QzE5LTk4NDAtRjcyNjkzMTgwNDZE,"Menara YARSI, Kav.13 Jl. Letjend Suprapto No.1, RT.10/RW.5 Kelurahan Cempaka Putih Timur, Kecamatan Cempaka Putih, Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta 10510",Kota Jakarta Pusat,021-4206675,registrar@yarsi.ac.id,www.yarsi.ac.id,219,7221,394,5434,429,5881,436,5260,514,5463,509,4944,562,4986,527,4228
Institut Bisnis Nusantara,NjdERTYxRTItMDY0RS00QkEyLUI2MTYtNkUwNDcxMTRBNjNF,Jalan DI Panjaitan no 24 ,Kec. Jatinegara,021-856-4932,,,48,3444,84,3162,62,3399,66,3334,67,2853,58,3078,59,2790,61,2099
Institut Ilmu Sosial Dan Ilmu Politik Jakarta,RUQ2RTY2MTgtMDExOS00OTRDLUIwRTktQjNGNkQ5NEJBRDYx,Jalan Raya Lenteng Agung No 32 ,Kota Jakarta Selatan,62-21-78062234,admin@iisip.ac.id,www.iisip.ac.id,116,5733,194,3959,194,3247,186,2596,151,2020,128,1771,125,1641,110,5
Institut Kesenian Jakarta,MkU5MUQzOEUtODc2Mi00MTRFLTgyODMtM0MwN0IyODkxRkVD,Jalan Cikini Raya 73 Komplek Taman Ismail Marzuki,Kec. Menteng,(+62-21) 230-6127,rektorat@ikj.ac.id / akademik@ikj.ac.id,www@ikj.ac.id,205,2372,160,1971,213,2468,184,2707,222,2899,195,2671,195,2814,164,2418
Institut Sains Dan Teknologi Nasional,MEY2QjA4MUItMUJGOS00NzgyLUFBM0YtMjQwMjE2QkM3RDU1,Jalan M Kahfi II Jagakarsa Bumi Srengseng Indah,Kota Jakarta Selatan,(021) 7270090,admin@istn.ac.id,www.istn.ac.id,258,4616,261,3835,257,3559,227,3226,238,3383,200,2994,212,3090,189,308
Institut Teknologi Budi Utomo,NTI4ODBCRUUtMDY1NC00NkUzLTk3MjgtNjc0MjZCQTVDM0I0,Jl Raya Mawar Merah 23 Perumnas Klender Jakarta Timur,Kota Jakarta Timur,(021) 861184950,itbu.rektorat19@gmail.com, www.itbu.ac.id,83,2169,80,1887,74,2158,81,1886,108,1864,92,1554,114,1562,90,1227
,,,,,,,0,319,0,319,0,417,0,417,0,543,0,451,0,597,0,0
,,,,,,,0,66,0,65,0,78,0,71,0,85,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Agama Buddha Nalanda,Q0REOEMyNjMtOUUxQy00OUNFLUFBNEEtRDBBMkUxOUM4NDUx,"Jln. Pulo Gebang Permai RT13/RW04,  Kec Cakung Jakarta Timur",Kota Jakarta Timur,02148701213,"stab_nalanda@yahoo.com, admin@nalanda.ac.id",https://stabnalanda.ac.id,16,166,11,162,19,313,18,310,20,418,22,418,57,512,45,0
Sekolah Tinggi Bahasa Asing LIA,QTU2NzM5N0UtMDdGNS00RjAyLUI3NjAtRUYwRTBBMkQzMjI1,Jl Pengadegan Timur Raya No 3 Pancoran,Kota Jakarta Selatan,02179181051,info@stbalia.ac.id,www.stbalia.ac.id,21,586,33,878,31,428,31,400,35,426,32,347,32,386,33,375
,,,,,,,0,337,0,322,0,639,0,315,0,432,0,423,0,0,0,0
Sekolah Tinggi Filsafat Driyarkara,NTMyNkU1N0EtNUU5Qy00MDQ0LUFDOUEtN0E0MkE5ODhEN0Iy,"Jl Cempaka Putih Indah 100-A Jembatan Serong, Rawasari, JAKARTA PUSAT",Kota Jakarta Pusat,021-4247129,info@driyarkara.ac.id,www.driyarkara.ac.id,56,390,47,378,44,405,54,382,50,413,47,389,43,408,45,383
,,,,,,,0,78,0,78,0,83,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,2411,0,1838,0,2059,0,2112,0,2606,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,QzBDNEU1MTItOENEMy00QzFBLUI5NTktOUQ5RjI4QTI1OTcz,"Jl. Raya Bogor No.4B, Kramat Jati, ",Kota Jakarta Timur,,istara.nusantara2021@gmail.com,www.stikes-istara.ac.id,30,116,21,112,3,97,19,50,14,25,12,56,16,105,20,104
Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,ODRENjhFQkYtQzI2OC00ODBGLUIxMDYtOUE2RjdEMzRBMkUy,Jl Cut Mutia No 88-A  ,Kec. Rawalumbu,021-82431375-76-77,stikes_mi@stikesmedistra-indonesia.ac.id,stikesmedistra-indonesia.ac.id,38,650,40,723,45,797,51,705,61,928,78,895,59,938,55,865
Sekolah Tinggi Ilmu Kesehatan Pamentas,QzBCQTEyNDctNjQ1Ni00NUQ4LUE0Q0UtQzBCRkQ0NjkxQ0Qx,Jalan Pertanian Raya No 1 Lebak Bulus,Kota Jakarta Selatan,021-27819362,stikespamentasjakarta@gmail.com,stikespamentas.ac.id,2,40,1,36,3,44,4,44,5,70,5,58,6,82,7,12
Sekolah Tinggi Ilmu Komunikasi dan Sekretari Tarakanita,NDlENTI3MzQtRERCMC00NDg2LTgzOEItMkRBRkZBRjFDOTZC,Kompleks Billy & Moon Pondok Kelapa,Kota Jakarta Timur,(021) 8649870,info@starki.id,www.starki.id,43,1203,41,1136,44,1104,41,1064,40,557,39,502,40,610,37,477
,,,,,,,0,150,0,114,0,109,0,110,0,80,0,0,0,0,0,0
Sekolah Tinggi Ilmu Komunikasi Inter Studi,MjU2M0REMjEtMEJBMi00QkE5LUJDN0YtNEU2NTlGMzJCNjVB,"Jalan Wijaya II/62 Kebayoran Baru, Jakarta Selatan ",Kota Jakarta Selatan,021-7262111,stikom@interstudi.edu,www.interstudi.edu,56,1579,52,1456,40,1521,34,658,30,1175,30,1091,21,931,18,433
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia,Q0Y1QUY0RTYtNkRBMC00RjU5LTlDRUQtNDM1Q0E2OEEwREM0,"Jl. Tegalan No. 1E Kel. Pal-Meriam, Matraman, Jakarta Timur",Kota Jakarta Timur,021-8576647,akademik@stikomprosia.ac.id,https://www.stikomprosia.ac.id/,12,450,12,420,12,405,11,401,10,405,9,322,10,271,9,276
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Maritim Ami,Rjk2ODgyQkEtQzNGOC00MjY3LTkxRjEtMDlGMzE1MkMwOTg0,"Jl Pacuan Kuda No 1-5 Pulomas, Jakarta Timur",Kota Jakarta Timur,021-4754729,info@stimar.ac.id,www.stimar.ac.id,43,863,41,595,49,685,38,590,50,424,38,377,57,284,53,203
Sekolah Tinggi Ilmu Pemerintahan Abdi Negara,RjVDMTk2RDItRDM1QS00QzA1LUJFRUItMjg2MTExRjhGOUYx,"Jl. Lenteng Agung No. 37A, Jagakarsa, Jakarta Selatan",Kota Jakarta Selatan,021-7867696,admin@stipan.ac.id,www.stipan.ac.id,25,436,25,403,26,398,23,336,24,333,32,342,37,378,38,451
Sekolah Tinggi Manajemen Asuransi Trisakti,MEU3RjZBMjQtN0M2Mi00QkE2LUJEQjQtMkM0MEM3RDZERkE5,Kampus A Trisakti Gedung A Jl Jend Ahmad Yani Kav 85,Kota Jakarta Timur,(021) 4893931,sekretariat@stma-trisakti.ac.id,www.stma-trisakti.ac.id,55,545,49,561,56,589,54,580,50,563,56,580,56,577,51,571
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Manajemen Ipmi,QjA2OEVDRTEtRkM2RC00MUEzLTkyNUUtOTlCN0ZGMDk1NDYw,Jalan Rawajati Timur I No 1 Kalibata Jakarta Selatan,Kota Jakarta Selatan,021-797 8888,upmi@ipmi.ac.id,www.ipmi.ac.id,0,508,26,274,28,308,28,340,31,415,31,394,30,435,27,369
Sekolah Tinggi Manajemen Labora,QjBCN0M3MjAtMjJFMi00RjQ5LUIzQUItRDFGM0RBNDUzRTIw,"Jalan Cisadane No 2, Cikini ",Kec. Cakung,021-22465680,labora@labora.ac.id,www.labora.ac.id,25,555,22,545,22,509,23,482,23,507,23,552,22,498,20,488
Sekolah Tinggi Manajemen Ppm,NkQ3RTA2MEMtRTlFMC00NTk4LTkyMjEtOTVDMTVEQUE4QUM5,Jalan Menteng Raya No 9 ,Kota Jakarta Pusat,2300313,updt@ppm-manajemen.ac.id,www.ppmschool.ac.id,80,1089,82,1123,78,1145,83,1109,69,1256,67,1190,63,1103,65,53
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Manajemen Transportasi Malahayati,RDgxQTY3M0MtMDExNy00NjlGLUI1QzYtNDg1M0I5Rjk5RTNB,"Jl Sungai Tirem No 43, Marunda Baru- Cilincing Jakarta Utara",Kota Jakarta Utara,021 21483354,stmt_malahayati@yahoo.com,http://www.stmt-malahayati.ac.id/,24,833,20,697,15,720,21,687,23,732,17,552,27,717,17,17
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,3656,0,3597,0,2284,0,2268,0,2269,0,2192,0,2234,0,1
Sekolah Tinggi Penerbangan Aviasi,MTQzODdFRTktQTkwRS00NjVBLUFEODUtMDVENEQ1ODhCMTM5,Wisma Aldiron Dirgantara Jl Gatot Subroto No 72,Kota Jakarta Selatan,(021) 7991886,sekretariat@stp-aviasi.ac.id,www.stp-aviasi.ac.id,24,430,32,425,34,315,23,315,28,365,20,271,17,232,18,184
Sekolah Tinggi Perpajakan Indonesia,NjdCOTI1NTktOTMzMS00QUE1LThGOEEtNzFFNzlFOTIzNTMy,Jalan Matraman Raya No 27 ,Kota Jakarta Timur,021-8513390,info@stpi-pajak.ac.id,www.stpi-pajak.ac.id,24,1152,39,1097,44,1027,39,949,28,898,37,864,30,946,9,797
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Jakarta,NEYwNkNCQ0EtOUVDMi00QjkwLTk5NDMtNUY1QzU5RTU1MDUw, ,Prov. D.K.I. Jakarta, 021-3904237, , sttjakarta.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
